path,name_ar,kind,account_manager,vendor,description,description_ar,stage,target_date,target,ADT,Medication Prescribe V1,Medication Prescribe V2,Medication Dispense V1,Medication Dispense V2,Radiology Order,Radiology Report,Lab Order,Lab Results,Clinical Notes
UHR > Demo Portfolio > Associate Directorate Beta > Account Book Five > Polyclinics > Marj Day Surgery Polyclinic,مجمع مرج لجراحة اليوم الواحد,Organization,,Demo Vendor Beta,35-room day surgery polyclinic serving the western catchment. Recorded for completeness while the onboarding order is decided.,منشأة بـ 35 غرف تخدم النطاق الغربي. لم يُتفق على النطاق بعد.,,,,,,,,,,,,,
UHR > Demo Portfolio > Associate Directorate Beta > Account Book Five > Polyclinics > Falak Polyclinic,مجمع فلك الطبي,Organization,,Demo Vendor Delta,17-room polyclinic serving the western catchment. Scope not agreed yet; the first scoping session is being arranged.,منشأة بـ 17 غرف تخدم النطاق الغربي. تم التعاقد ولم تُجدول أعمال التكامل.,,,,planned,,,,,,,,,
UHR > Demo Portfolio > Associate Directorate Beta > Account Book Five > Polyclinics > Kharif Day Surgery Polyclinic,مجمع خريف لجراحة اليوم الواحد,Organization,,Demo Vendor Epsilon,13-room day surgery polyclinic serving the western catchment. Message mapping is in progress; the first end-to-end call has been made.,منشأة بـ 13 غرف تخدم النطاق الغربي. ربط الرسائل قيد التنفيذ.,Integrating & Testing,2027-03-12,,planned,,,,,,,,,
UHR > Demo Portfolio > Associate Directorate Beta > Account Book Five > Polyclinics > Ilham Day Surgery Polyclinic,,Organization,,Demo Vendor Beta,36-room day surgery polyclinic serving the eastern catchment. Recorded for completeness while the onboarding order is decided.,,,,,planned,,,,,,,,,
UHR > Demo Portfolio > Associate Directorate Beta > Account Book Five > Polyclinics > Naqaa Day Surgery Polyclinic,,Organization,,Demo Vendor Gamma,30-room day surgery polyclinic serving the southern catchment. Recorded for completeness while the onboarding order is decided.,,,,,planned,planned,,,,planned,,,,
UHR > Demo Portfolio > Associate Directorate Beta > Account Book Five > Polyclinics > Jawhara Specialist Polyclinic,مجمع جوهرة الطبي التخصصي,Organization,,Demo Vendor Zeta,16-room specialist polyclinic serving the coastal catchment. Interfaces are being built against the sandbox.,منشأة بـ 16 غرف تخدم النطاق الساحلي. يجري بناء الواجهات على البيئة التجريبية.,Integrating & Testing,,,,,,,,,,,,
UHR > Demo Portfolio > Associate Directorate Beta > Account Book Five > Polyclinics > Yaqoot Day Surgery Polyclinic,مجمع ياقوت لجراحة اليوم الواحد,Organization,,Demo Vendor Alpha,"34-room day surgery polyclinic serving the coastal catchment. Contracted, with no integration work scheduled. A second site under the same operator is expected to follow the same interface build.",منشأة بـ 34 غرف تخدم النطاق الساحلي. لم يُتفق على النطاق بعد.,,,,,,,,,,,,,
UHR > Demo Portfolio > Associate Directorate Beta > Account Book Five > Imaging Centres,مراكز الأشعة,,,,8 imaging centres in account book five.,,,,,,,,,,,,,,
UHR > Demo Portfolio > Associate Directorate Beta > Account Book Five > Imaging Centres > Sanam Radiology Centre,,Organization,,Demo Vendor Delta,2-modality radiology centre serving the northern catchment. Message mapping is in progress; the first end-to-end call has been made.,,Integrating & Testing,,,,,,,,,,,,
UHR > Demo Portfolio > Associate Directorate Beta > Account Book Five > Imaging Centres > Anwa Diagnostic Imaging Centre,مركز أنواء للتشخيص بالأشعة,Organization,,Demo Vendor Zeta,5-modality diagnostic imaging centre serving the coastal catchment. On the list for this year; no work has started.,منشأة بـ 5 أجهزة تصوير تخدم النطاق الساحلي. متفق على التأهيل ولم يبدأ العمل.,Not started,,,,,,,,planned,planned,,,
UHR > Demo Portfolio > Associate Directorate Beta > Account Book Five > Imaging Centres > Falak Radiology Centre,مركز فلك للتصوير الطبي,Organization,,Demo Vendor Zeta,9-modality radiology centre serving the western catchment. Kickoff held with the vendor; the interface catalogue is being confirmed. Two of the interfaces are shared with the reference laboratory and move together.,منشأة بـ 9 أجهزة تصوير تخدم النطاق الغربي. عُقد اجتماع الانطلاق مع المورد.,Kickoff,,,,,,,,,,,,
UHR > Demo Portfolio > Associate Directorate Beta > Account Book Five > Imaging Centres > Lulwah Imaging Centre,,Organization,,Demo Vendor Zeta,2-modality imaging centre serving the northern catchment. Message mapping is in progress; the first end-to-end call has been made.,,Integrating & Testing,,,planned,,testing,,,testing,planned,planned,,
UHR > Demo Portfolio > Associate Directorate Beta > Account Book Five > Imaging Centres > Rimal Imaging Centre,,Organization,,,,,,,,,,,,,,,,,
UHR > Demo Portfolio > Associate Directorate Beta > Account Book Five > Imaging Centres > Zaytoon Radiology Centre,مركز زيتون للتصوير الطبي,Organization,,Demo Vendor Beta,2-modality radiology centre serving the southern catchment. Paused at the site’s request until the estate work finishes.,منشأة بـ 2 أجهزة تصوير تخدم النطاق الجنوبي. موقوف بطلب من المنشأة.,Paused,,,,,,,,,,,,
UHR > Demo Portfolio > Associate Directorate Beta > Account Book Five > Imaging Centres > Zahwa Radiology Centre,مركز زهوة للتصوير الطبي,Organization,,Demo Vendor Zeta,"2-modality radiology centre serving the coastal catchment. Ready to go live, waiting on the change freeze to lift.",منشأة بـ 2 أجهزة تصوير تخدم النطاق الساحلي. اكتمل الاختبار ويجري حجز موعد الإطلاق.,Go-live readiness,2027-02-23,,,,,,,testing,,,,
UHR > Demo Portfolio > Associate Directorate Beta > Account Book Five > Imaging Centres > Nudar Radiology Centre,,Organization,,Demo Vendor Beta,5-modality radiology centre serving the western catchment. Scope not agreed yet; the first scoping session is being arranged.,,,,,,,,,,,,,,
UHR > Demo Portfolio > Associate Directorate Beta > Account Book Five > Pharmacies,الصيدليات,,,,9 pharmacies in account book five.,,,,,,,,,,,,,,
UHR > Demo Portfolio > Associate Directorate Beta > Account Book Five > Pharmacies > Kadi Community Pharmacy,صيدلية كادي المجتمعية,Organization,,Demo Vendor Epsilon,,,Not started,,,,,,,,,,,,
UHR > Demo Portfolio > Associate Directorate Beta > Account Book Five > Pharmacies > Zahra Community Pharmacy,صيدلية زهرة المجتمعية,Organization,,,3-counter community pharmacy serving the coastal catchment. Onboarding agreed and nothing has begun.,منشأة بـ 3 نوافذ صرف تخدم النطاق الساحلي. متفق على التأهيل ولم يبدأ العمل.,Not started,,,planned,planned,planned,planned,planned,,planned,,,testing
UHR > Demo Portfolio > Associate Directorate Beta > Account Book Five > Pharmacies > Aqeeq Community Pharmacy,,Organization,,Demo Vendor Alpha,,,Integrating & Testing,,,,,,planned,,,,,,
UHR > Demo Portfolio > Associate Directorate Beta > Account Book Five > Pharmacies > Areej Community Pharmacy,,Organization,,Demo Vendor Delta,,,Integrating & Testing,,,,,,,,,,,,
UHR > Demo Portfolio > Associate Directorate Beta > Account Book Five > Pharmacies > Nakheel Pharmacy,,Organization,,Demo Vendor Epsilon,8-counter pharmacy serving the eastern catchment. In integration testing with the vendor.,,UAT,,,,,,,,,,,,
UHR > Demo Portfolio > Associate Directorate Beta > Account Book Five > Pharmacies > Jumana Hospital Pharmacy,,Organization,,Demo Vendor Gamma,11-counter hospital pharmacy serving the inland catchment. Message mapping is in progress; the first end-to-end call has been made.,,Integrating & Testing,,,,,,,,,,,,
UHR > Demo Portfolio > Associate Directorate Beta > Account Book Five > Pharmacies > Falak Community Pharmacy,صيدلية فلك المجتمعية,Organization,,Demo Vendor Gamma,,,Integrating & Testing,,,,,,testing,testing,,,,,
UHR > Demo Portfolio > Associate Directorate Beta > Account Book Five > Pharmacies > Sidr Pharmacy,,Organization,,Demo Vendor Beta,"11-counter pharmacy serving the western catchment. Build under way, held up on the identity feed.",,Integrating & Testing,,,,,,,,,,,,
UHR > Demo Portfolio > Associate Directorate Beta > Account Book Five > Pharmacies > Ghuroob Community Pharmacy,صيدلية غروب المجتمعية,Organization,,Demo Vendor Epsilon,"9-counter community pharmacy serving the eastern catchment. Ready to go live, waiting on the change freeze to lift.",منشأة بـ 9 نوافذ صرف تخدم النطاق الشرقي. جاهز للإطلاق بانتظار رفع تجميد التغييرات.,Go-live readiness,,,,testing,,testing,testing,testing,,testing,,
